Hometown,lon,lat
Fort Myers,-81.8723084,26.640628
"Warminster, Pa.",-75.099807,40.2067884
Tallahassee,-84.28062349999999,30.4381828
Coconut Creek,-80.17893509999999,26.2517482
"Winston Salem, N.C.",-80.244216,36.09985959999999
West Palm Beach,-80.0533746,26.7153424
Port Saint Lucie,-80.3582261,27.2730492
"Manor, Texas",-97.5576772,30.3410655
"Jennings, La.",-92.657085,30.22242839999999
"North Tulsa, Okla.",-95.99277500000001,36.1539816
"Van Nuys, Calif.",-118.451357,34.1898566
"Camden, NJ",-75.1196199,39.9259463
"Moreland, Ga.",-84.7677111,33.2867851
"Delran, N.J.",-74.9564247,40.0158918
"Hawthorne, Fla.",-82.08731809999999,29.5919136
"New South Wales, Australia",146.921099,-31.2532183
"Severna Park, Md.",-76.5452409,39.070388
"Starke, Fla.",-82.1098275,29.9441298
"Graham, Wash.",-122.2942839,47.0528789
"Deerfield, Ill.",-87.8445119,42.1711365
"Alief, Texas",-95.593239,29.6827204
"Sparr, Fla.",-82.1125926,29.3385846
"Brooksville, Fla.",-82.3878709,28.5552719
"Clewiston, Fla.",-80.93367529999999,26.7542312
"Weatherford, Texas",-97.7972544,32.7592955
"Haynesville, La",-93.1401647,32.9620847
"DeLand, Fla.",-81.3031179,29.028318
"Truro, Canada",-63.27650609999999,45.36462239999999
"San Luis Potosi, Mexico",-100.9733024,22.1520892
"Seoul, Korea",126.9917937,37.5518911
"Belleair, Fla.",-82.8062139,27.9358543
"Nykvarn, Sweden",17.427816,59.178177
"Rosario, Argentina",-60.69304159999999,-32.9587022
"Anaco, Venezuela",-64.4674203,9.429229699999999
"Davenport, Fla.",-81.60174169999999,28.1614046
"Dove Canyon, Calif.",-117.5704369,33.6385057
"Reunion, Fla.",-81.6081299,28.2802893
"Tølløse, Denmark",11.764458,55.614538
"São Paulo, Brazil",-46.6395571,-23.5557714
"Dongguan, China",113.75179,23.0206699
"Beijing, China",116.407395,39.904211
"Cremella, Italy",9.3020322,45.7396559
"Wales, United Kingdom",-3.7837117,52.1306607
"Boca Raton, Florida",-80.1289321,26.3683064
"Reno, N.V.",-119.8142691,39.529919
"Centreville, Virginia",-77.42887689999999,38.8403909
"Sitges, Spain",1.805886,41.2371851
"Domzale, Slovenia",14.5944171,46.1419417
"Leibnitz, Austria",15.56207,46.79043
"Trujillo Alto, Puerto Rico",-66.0106684,18.3355953
"Unhošt, Czech Republic",14.1300829,50.0853554
"Saskatoon, Saskatchewan, Canada",-106.6701577,52.157902
"Chesterton, Ind.",-87.06419919999999,41.6105937
"Villa Rica, Ga.",-84.9191081,33.732052
"Göteborg, Sweden",11.97456,57.70887
"San Remo, Italy",7.7760567,43.81596709999999
"Jonesborough, Tenn.",-82.4734787,36.2942722
"Milan, Itlay",9.189982,45.464203500000004
"Almeria, Spain",-2.4637136,36.834047
"Lidingö, Sweden",18.1468,59.36295999999999
"Chico, Calif.",-121.8374777,39.7284944
"Dijon, France",5.04148,47.322047
"Bangkok, Thailand",100.5017651,13.7563309
"Weston, Mass.",-71.3031132,42.3667625
"Rotterdam, Netherlands",4.4777325,51.9244201
"Maldonado, Uruguay",-54.9491154,-34.9027462
"Port Orange, Fla.",-80.9956105,29.1383165
"East Windsor, N.J.",-74.5402506,40.2677539
"Long Valley, N.J.",-74.7801645,40.78593310000001
"North Berwick, Scotland",-2.719646,56.058363
"Wroclaw, Poland",17.0385376,51.1078852
"Lexington, Mass.",-71.2271531,42.4473497
"Salem, Va.",-80.05476259999999,37.2934681
"Owings, Md.",-76.6007915,38.7170349
"Glenrothes, Scotland",-3.15986,56.20084199999999
"Lincoln, Neb.",-96.7025955,40.813616
"Mödling, Austria",16.2869,48.08255
"Hudson, Ohio",-81.44066699999999,41.240056
"Lublin, Poland",22.5684463,51.2464536
"Amman, Jordan",35.910635,31.9539494
"Quebec, Canada",-71.20745959999999,46.8130816
"Pinellas Park, Fla.",-82.6995443,27.8428025
"Virginia Beach, Virginia",-75.97921939999999,36.8516437
"Siemianowice Slaskie, Poland",19.0262373,50.3047882
"East Berlin, Pa.",-76.9785892,39.9375969
Ocala. Fla,-82.14009229999999,29.1871986
"Scarborough, Canada",-79.2317521,43.7764258
"Aarhus, Denmark",10.203921,56.162939
"Richardson, Texas",-96.7298519,32.9483335
"Denver, N.C.",-81.0295793,35.5316576
"Carmel, Indiana",-86.1180435,39.978371
"Ahmedabad, India",72.5713621,23.022505
"Wilbraham, Mass.",-72.431586,42.1237206
"Curitiba-PR, Brazil",-49.2699727,-25.4372382
"St. Augustine, Fla.",-81.3139313,29.8921835
"Zaporizhzhya, Ukraine",35.13870970000001,47.83928419999999
"Avon, Ind.",-86.3997167,39.7628227
"Longford, Ireland",-7.7932573,53.7276296
"Neptune Beach, Fla.",-81.39647339999999,30.311908
"Clifton Park, N.Y.",-73.8183804,42.844668
"Ridgefield, Conn.",-73.4975412,41.28406349999999
"Arva, Colo.",NA,NA
"Potsdam, Germany",13.0644729,52.3905689
"Cape Canaveral, Fla.",-80.60771319999999,28.3922182
"Pottstown, Pa.",-75.6496302,40.2453741
"Indore, India",75.8577258,22.7195687
"Victoria, British Columbia, Canada",-123.3656444,48.4284207
"Travilah, MD",-77.24796030000002,39.0558068
"Dorado, Puerto Rico",-66.2676683,18.4588347
"North Kingstown, R.I.",-71.4536835,41.5568315
"Sunrise, Fla.",-80.25659499999999,26.1669711
"Nottingham, England",-1.1549892,52.9540223
"Verona, Wis.",-89.53317729999999,42.990831
"Hafnarfjordur, Iceland",-21.9546958,64.06689349999999
"Marlborough, Conn.",-72.459634,41.6314378
"Halle, Germany",11.9662371,51.49535669999999
"Burlington, Ontario",-79.7990319,43.3255196
"Newcastle, England",-1.61778,54.978252
"Queensland, Australia",144.0847926,-22.575197
"Canterbury, New Zealand",171.1637245,-43.7542275
"Fife, Scotland",-3.1495175,56.2082078
"Bath, England",-2.3596827,51.3781018
"Thessaloniki, Greece",22.9444191,40.6400629
"Hendersonville, Tenn.",-86.6280639,36.3023391
"Troy, Mich.",-83.1497751,42.6064095
"Frankfort, Ky.",-84.87328350000001,38.2009055
"Bellair, Fla.",-82.8062139,27.9358543
"Edmonton, Alberta, Canada",-113.4937266,53.5460983
Ocala. Fla.,-82.14009229999999,29.1871986
"Jupiter, Florida",-80.0942087,26.9342246
"Rothesay Bay, New Zealand",174.7443764,-36.7262646
"Palm Coast, Fla.",-81.20786989999999,29.5844524
"Chester Heights, Pa.",-75.4754765,39.8901112
"Taylor Mill, Ky.",-84.4963305,38.9975616
"Dubai, United Arab Emirates",55.2707828,25.2048493
"Laz Paz, Mexico",-110.3127531,24.1426408
"St. Johns, Fla.",-81.5471201,30.0820653
"Novosibirsk, Russia",82.8963831,54.9832693
"Greenwich, CT",-73.6281964,41.0262417
"Henderson, Nev.",-114.9817213,36.0395247
"Agawam, Mass.",-72.61481169999999,42.0695391
"Burlington, Ontario, Canada",-79.7990319,43.3255196
"La Habra, Calif.",-117.946137,33.9318591
"Merritt Island, Fla.",-80.6659842,28.3180688
"Centerville, Ind.",-84.9963518,39.8178246
"Glasgow, Scotland",-4.2583345,55.86167039999999
"Hialeah, Fla.",-80.2781057,25.8575963
"Avondale, Pa.",-75.783273,39.823443
"Leeds, England",-1.5490774,53.8007554
"Manchester, Pa.",-76.7183005,40.0631514
"Bridgnorth, England",-2.424549,52.53445499999999
"Barquisimeto, Venezuela",-69.3473509,10.0677719
"Cooper City, Fla.",-80.271716,26.0573112
"Hebron, Conn.",-72.36591609999999,41.6578767
"Cochrane, Alberta, Canada",-114.4667528,51.1917439
"Crestview Hills, Ky.",-84.57246649999999,39.0224036
"Villa Hills, Ky.",-84.5929998,39.0633933
"Royal Oak, Mich.",-83.1446485,42.4894801
"Briarcliff Manor, NY",-73.840231,41.1402322
"Holly Springs, N.C.",-78.8336218,35.6512655
"Sudbury, Canada",-80.99302899999999,46.4917317
"West Vancouver, Fla.",-123.1601981,49.328625099999996
"Eustis, Fla.",-81.6853534,28.8527675
"Bergen, Norway",5.3220544,60.39126279999999
"Worthington, Ohio",-83.017962,40.0931191
"Largo, Fla.",-82.7873244,27.9094665
"Indian Trail, N.C.",-80.6692352,35.0768141
"Erie, Pa.",-80.085059,42.12922409999999
"Rancho Sante Fe, Calif.",-117.202813,33.020321
"Västerås, Sweden",16.5448091,59.60990049999999
"Harrison, N.Y.",-73.7176337,40.9700171
"Rancho Palos Verdes, Calif.",-118.3870173,33.7444613
"Millville, Utah",-111.8229982,41.6815987
"Sandy, Utah",-111.8389726,40.5649781
"Ridgeland, S.C.",-80.980386,32.4807435
"Flagler Beach, Fla.",-81.1270035,29.4749754
"Manasquan, N.J.",-74.04739909999999,40.12115439999999
"Sharpsburg, Ga.",-84.6485417,33.3392842
"Land O’Lakes, Fla.",-82.45759380000001,28.2188992
"Oxford, England",-1.2577263,51.7520209
"Lone Tree, Colo.",-104.8855322,39.5362858
"North Palm Beach, Fla.",-80.0590804,26.8171165
"Dorr, Mich.",-85.7220315,42.7250877
"Alliston, Ontario",-79.8691544,44.1539514
"Leawood, Kansas",-94.6169012,38.966673
"Chalfont, Pa.",-75.2090623,40.2884395
"Ipswich, Suffolk, England",1.14822,52.056736
"Rockaway Beach, N.Y.",-73.81662589999999,40.5860224
"Ringoes, N.J.",-74.86750669999999,40.4289892
"Enkoping, Sweden",17.0778228,59.63569090000001
"Fall River, Nova Scotia",-63.6119749,44.8180582
"Potomac, Md.",-77.2085914,39.0181651
"South Huntington, N.Y.",-73.3987314,40.82370969999999
"Mokena, Ill.",-87.8892189,41.5261437
"Long Island, New York",-73.13496099999999,40.789142
"Oxford, Florida",-82.0373039,28.9274834
"Cornelius, North Carolina",-80.8578093,35.4812139
"Indianapolis, Indiana",-86.158068,39.768403
"Workmans, Barbados",-59.5455143,13.1409396
"Hayti, South Dakota",-97.2050728,44.6571872
"San Pedro de Macoris, D.R.",-69.3051234,18.46266
"White Lake, Michigan",-83.4856913,42.6592995
"Peachtree Corners, Georgia",-84.22147059999999,33.9698809
"Rochester, New York",-77.6088465,43.15657789999999
"Richmond, Kentucky",-84.2946539,37.7478572
"Long Grove, Ill.",-87.99785179999999,42.1783584
"Guayaquil, Ecuador",-79.8890662,-2.1894128
"Havana, Cuba",-82.3665956,23.1135925
"Cascais, Portugal",-9.4222945,38.6970565
"Wallington, England",-0.151845,51.363978
"Lódz, Poland",19.4559833,51.7592485
"Poznan, Poland",16.9251681,52.406374
"Milford, Mich.",-83.6135572,42.5494295
"Leopoldsburg, Belgium",5.258598500000001,51.1162188
"Indianapolis, IN",-86.158068,39.768403
"Ponte Vedra, FL",-81.3852595,30.2400058
"Rochester, Minnesota",-92.4801989,44.0121221
"Hove, United Kingdom",-0.168749,50.8279319
"Delray Beach, Fla",-80.0728201,26.4614625
"Heemstede, Netherlands",4.6203004,52.3510634
"South Nyack, N.Y.",-73.9217288,41.0835837
"Liverpool, N.Y.",-76.21770459999999,43.106456
"North Babylon, N.Y.",-73.3217861,40.7164881
"Atlantis, Fla.",-80.1008762,26.5909025
"Northport, N.Y.",-73.3431727,40.9009313
"Mendham, N.J.",-74.57656860000002,40.7870633
"Marcellus, N.Y.",-76.3404867,42.9828438
"Millersville, Md.",-76.64858219999999,39.0574783
"Glen Arm, Md.",-76.4941326,39.4539139
"Sayville, N.Y.",-73.08205559999999,40.73593169999999
"Bel Air, Md.",-76.34829309999999,39.535940600000004
"Severn, Md.",-76.6983022,39.1370528
"Freeland, Md.",-76.6838605,39.7048259
"Lititz, Pa.",-76.3069014,40.1573169
"Bay Shore, N.Y.",-73.2453946,40.7250986
"Lutherville, Md.",-76.6123884,39.4354087
"Riverhead, N.Y.",-72.66204019999999,40.9170435
"Bayport, N.Y.",-73.0506656,40.7384317
"Wayne, N.J.",-74.2765441,40.92537249999999
"Long Beach, N.Y.",-73.65790799999999,40.5884373
"Northfield, Ill.",-87.7808967,42.09975
"Manorville, N.Y.",-72.807879,40.8737096
"Birchrunville, Pa.",-75.63769889999999,40.1295463
"Elkridge, Md",-76.7625073,39.1978788
"Mount Laurel, N.J.",-74.89099879999999,39.934002
"Chatham, N.J.",-74.3837624,40.740934
"Cold Spring Harbor, N.Y.",-73.456788,40.8714873
"Deale, Md.",-76.5552359,38.7765055
"Port Jefferson Station, N.Y.",-73.0473284,40.9253764
"Fairport, N.Y.",-77.44193779999999,43.0986742
"Mount Sinai, N.Y",-73.0295495,40.9470432
"Malvern, Pa.",-75.5138118,40.0362184
"Locust Valley, N.Y.",-73.5970707,40.8759324
"Wildomar, Calif.",-117.2800372,33.5989126
"Muncie, Ind.",-85.3863599,40.1933767
"Kočevje, Slovenia",14.8633128,45.6409009
"Ottawa, Ontario",-75.69719309999999,45.4215296
"Carolina, Puerto Rico",-65.9630925,18.3958165
"Santurce, Puerto Rico",-66.0641969,18.4481441
"Arden, N.C.",-82.5166982,35.4661613
"Gurabo, PR",-65.9729421,18.2543987
"Laramie, Wy.",-105.5911007,41.3113669
"Radford, Va.",-80.5764477,37.13179239999999
"Kenosha, Wis.",-87.82118539999999,42.5847425
"Louisburg, Kan.",-94.6807903,38.6194564
"Oxford, Mich.",-83.26522539999999,42.82472930000001
"Mount Juliet, Tenn.",-86.5186054,36.200055
"Fairmont, Minn.",-94.46108319999999,43.65217750000001
"White Bear Lake, Minn.",-93.0081479,45.0853814
"Smithton, Ill.",-89.9920501,38.40866159999999
"Terre Haute, Ind.",-87.41390919999999,39.4667034
"Selma, Ind.",-85.2688579,40.1917102
"Worchester, Mass.",-71.8022934,42.2625932
"Hurricane, W.Va,",-82.0201368,38.4325896
"Olive Hill, Ky.",-83.17406539999999,38.3000809
"High Ridge, Mo.",-90.5365126,38.4589432
"Franklinville, N.J.",-75.080747,39.61779689999999
"Minnetonka, Minn.",-93.4687489,44.9211836
"Breese, Ill.",-89.52703059999999,38.6106042
"West Chester Township, Ohio",-84.41726659999999,39.3321262
"Jobstown, N.J.",-74.7015158,40.0359864
"Stratford, N.J.",-75.01544609999999,39.82678070000001
"Salvisa, Ky.",-84.8583355,37.9173878
"Fairway, Kan.",-94.6319018,39.02222769999999
"Albert Lea, Minn.",-93.3686555,43.6478006
"Adams, Neb.",-99.9018131,41.4925374
"Paducah, Ky.",-88.6000478,37.0833893
"Roff, Okla.",-96.8408469,34.6275878
"Mt. Carmel, Ohio",-84.3041044,39.1058943
"Westmont, N.J.",-75.0497448,39.9105176
"Hazard, Ky.",-83.1932284,37.24954
Atlanta,-84.38768449999999,33.748752
"Elizabethtown, Pa.",-76.6027455,40.1528719
"Somerset, Ky.",-84.6041084,37.0920222
"Mount Vernon, Ky.",-84.3404919,37.3528615
"Smithville, Mo.",-94.5810659,39.38694419999999
"Waterloo, Ontario, Canada",-80.5204096,43.4642578
"Airville, Pa.",-76.40635089999999,39.8323244
"Soddy Daisy, Tenn.",-85.1907904,35.2359025
"Pottsville, Pa.",-76.195499,40.6856456
"Acushnet, Mass.",-70.89523369999999,41.7223696
"Corbin, Ky.",-84.0968761,36.9486986
"Louisville, Tenn.",-84.0479643,35.8217479
"Readington Township, N.J.",-74.73766189999999,40.5687141
"Neptune City, N.J.",-74.03141649999999,40.2005472
"Collingwood, N.J.",-75.07128399999999,39.9181686
"Solon, Iowa",-91.49414809999999,41.8072031
"New Cumberland, Pa.",-76.8846956,40.2323122
"Hastings, Neb.",-98.38987259999999,40.5862583
"Fairfield, Calif.",-122.0405151,38.2491956
"Woodstock, Ill.",-88.44870209999999,42.3147436
"Santa Monica, Calif.",-118.4911912,34.0194543
"Tinley Park, Ill.",-87.7932939,41.5731442
"Effingham, Ill.",-88.5433829,39.1200418
"Repentigny, Quebec, Canada",-73.4400814,45.7532854
"Nicholasville, Ky.",-84.5729961,37.8806341
"Winchester, Ohio",-83.6507541,38.9417359
"Palos Verdes Estates, Calif.",-118.3900737,33.8005714
"Calumet City, Ill.",-87.5294871,41.6155909
"Pinehurst, N.C.",-79.4694767,35.1954345
"Maysville, Ky.",-83.744365,38.6411854
"Sugar Grove, Ill.",-88.443686,41.7614181
"Pinetop, Ariz.",-109.9603843,34.1425438
"St. John's, Fla.",-81.42789839999999,29.9719419
"Port St. Joe, Fla.",-85.30297399999999,29.8118757
"Farmville, Va.",-78.3919401,37.3020965
"Morehead, Ky.",-83.4326841,38.1839705
"Mesa, Ariz.",-111.8314724,33.4151843
"South Park, Pa.",-79.99759159999999,40.2926016
"Walton, Ky.",-84.61022129999999,38.87561940000001
"Cartersville, Ga.; Mayfield, Ky.",-84.7999382,34.1650972
"Joliet, Ill.",-88.0817251,41.525031
"Fairfax, Iowa",-91.7810132,41.9194471
"Minooka, Ill.",-88.2617305,41.4553084
"Danville, Ky.",-84.77217019999999,37.6456329
"Columbus, N.J.",-74.7206894,40.0727889
"Inman, S.C.",-82.0901088,35.0470617
"Lebanon, Ohio",-84.2029922,39.4353373
"Butler, N.J.",-74.3415394,41.0037087
"McHenry, Ill.",-88.2667534,42.333355
"Hardin, Ill.",-90.6178994,39.1567149
"Bald Knob, Ark.",-91.57074209999999,35.3083426
"Madisonville, Kentucky",-87.4988882,37.32810050000001
"Henderson, Nevada",-114.9817213,36.0395247
"Fishers, Indiana",-86.0171742,39.9568857
"Sturgis, Ky.",-87.983914,37.5467135
"Union, Ky.",-84.68050099999999,38.9458951
"Hazelwood, Mo.",-90.3709489,38.7714396
"Anaheim, Calif.",-117.9143012,33.8365932
"Ottawa, Ill.",-88.8425769,41.3455892
"Normal, Ill.",-88.9906312,40.5142026
Hopkinsville Ky.,-87.4886186,36.8656008
"Lyons, Ill.",-87.8181128,41.8133651
"Erie, Ill.",-90.0792859,41.6564203
"Bremen, Ind.",-86.14805799999999,41.44643600000001
"Vicksburg, Miss.",-90.877882,32.3526456
"Fontana, Calif.",-117.435048,34.0922335
"Keizer, Ore.",-123.0262077,44.9901194
"Stanhope, N.J.",-74.7090517,40.9028765
"Franklin, Ind.",-86.0549863,39.4806055
"Forsyth, Ill.",-88.9511912,39.9325368
"Flat Rock, Ind.",78.96288,20.593684
"St. Augusta, Minn.",-94.1999325,45.4532377
Lexington,-84.5037164,38.0405837
"Clarksville, Tenn.",-87.3594528,36.5297706
"Palo Alton, Calif.",-122.1430195,37.4418834
Dallas,-96.79698789999999,32.7766642
"Dumont, N.J.",-73.9968051,40.9406541
"Mt. Washington, Ky.",-85.54578769999999,38.0500627
Chicago,-87.6297982,41.8781136
"Piscataway, N.J.",-74.4642861,40.554887
Indianapolis,-86.158068,39.768403
"Port-au-Prince, Haiti",-72.3074326,18.594395
Pittsburgh,-79.9958864,40.44062479999999
"Windsor, Ontario",-83.03636329999999,42.3149367
"Newark, N.J.",-74.1723667,40.735657
"Kitchener, Ontario",-80.4925337,43.4516395
"Cynthiana, Ky.",-84.2941013,38.3903526
Houston,-95.3698028,29.7604267
"Little Washington, N.C.",-79.01929969999999,35.7595731
"Lepanton, Ark.",-90.33105169999999,35.6134185
"Franklin Lakes, N.J.",-74.2057011,41.0167639
"Manchester, N.H.",-71.4547891,42.9956397
Philadelphia,-75.1652215,39.9525839
"Menifee, Calif.",-117.185294,33.6971468
"Hamilton, Canada",-79.8711024,43.2557206
"South Hill, Va.",-78.1288857,36.726532
Milwaukee,-87.9064736,43.0389025
Minneapolis,-93.2650108,44.977753
"Emporium, Pa.",-78.2352872,41.5114521
Los Angeles,-118.242643,34.0549076
"Falmouth, Ky.",-84.3302142,38.6767372
"Mount Sterling, Ky.",-83.9432556,38.0564679
Boston,-71.0588801,42.3600825
St. Louis,-90.19940419999999,38.6270025
"Pontiac, Mich.",-83.29104679999999,42.6389216
"Camden, N.J.",-75.1196199,39.9259463
"Lubumbashi, Democratic Republic of the Congo",27.5026174,-11.6876026
Cincinnati,-84.5120196,39.1031182
Phoenix,-112.0740373,33.4483771
"Atlanta, Texas",-94.16435369999999,33.1137419
"London, Ontario",-81.2452768,42.9849233
"Oak Park, Illinois",-87.7845025,41.8850317
"Leetsdale, Pa.",-80.2083928,40.563123
"Owerri, Imo State, Nigeria",7.0390904,5.5096455
"Roselle, N.J.",-74.2592769,40.6527292
"London, Ky.",-84.08326459999999,37.1289771
"Linton, Ind.",-87.1658458,39.0347666
"Vitez, Croatia",15.2,45.1
"West Carrollton, Ohio",-84.2521632,39.6722812
"Lebanon, Ky.",-85.2527381,37.5697868
"Pineville, Ky.",-83.6949176,36.76203
"Lagos, NGA",3.3792057,6.5243793
"Lawrenceburg, Ky.",-84.8966171,38.0372967
"Pikeville, Ky.",-82.5187629,37.4792672
"Monticello, Ky.",-84.8491126,36.8297937
"Morgantown, W.Va.",-79.95589679999999,39.629526
"Hopkins, S.C.",-80.8770342,33.9043212
"Harlan County, Ky.",-83.2077645,36.8890304
"Stanford, Ky.",-84.6618876,37.5311901
"Compton, Calif.",-118.2200712,33.8958492
"Florence, Ky.",-84.62661109999999,38.9989499
"Virgie, Ky.",-82.5795988,37.3351043
"Lyndhurst, Ohio",-81.4887315,41.5200523
"Brampton, ON",-79.7624177,43.7315479
"Naperville, IL",-88.1535352,41.7508391
"Scott Depot, WV",-81.9175839,38.4415766
"Centerville, OH",-84.15938179999999,39.6283928
"Wadsworth, OH",-81.72985190000001,41.0256101
"La Grange, KY",-85.37884679999999,38.4075666
"Hurricane, W.Va.",-82.0201368,38.4325896
"Elmhurst, Ill.",-87.9403418,41.8994744
"Greenville, Ky.",-87.1788854,37.2011539
"Shaker Heights, Ohio",-81.5370671,41.4739419
"Sautee Nacoochee, Ga.",-83.67434999999999,34.6839825
"McDonald, Ohio",-80.7242449,41.1636687
"Washington, MI",-83.03546790000001,42.7185255
"Bowling Green, KY",-86.4808043,36.9685219
"Springboro, Ohio",-84.2332718,39.5522815
"Brunswick, Ohio",-81.8418006,41.2381096
"Slaughters, Ky.",-87.50222389999999,37.4889336
"Paducah, KY",-88.6000478,37.0833893
"Valley Stream, NY",-73.70846449999999,40.6642699
"Fox Lake, Ill.",-88.1836965,42.3966874
"Bedford, England",-0.4667782,52.1386394
"Corvallis, Ore.",-123.2620435,44.5645659
"Dorchester, England",-2.441181,50.7111639
"Noblesville, Indiana",-86.0085955,40.0455917
"Elmhurst, IL",-87.9403418,41.8994744
"Winston Salem, NC",-80.244216,36.09985959999999
"Ashland, Ky.",-82.63793869999999,38.4784144
"Miami Gardens, Florida",-80.2456045,25.9420377
"Marysville, Ohio",-83.3671432,40.2364486
"Somerset, Kentucky",-84.6041084,37.0920222
"Cleveland Heights, Ohio",-81.556235,41.5200518
"Woodruff, S.C.",-82.0370466,34.7395701
"Burlington, Ky.",-84.7241133,39.02756
"Lima, Ohio",-84.1052256,40.742551
"McComb, Miss.",-90.4531535,31.2437872
"Manchester, Ky.",-83.7618641,37.1537007
"Youngstown, Ohio",-80.6495194,41.0997803
"Gary, Ind.",-87.3371523,41.6020403
"Colquitt, Ga.",-84.7332527,31.17129349999999
"Trotwood, Ohio",-84.3113334,39.7972788
"Montclair, N.J.",-74.2090053,40.8259007
"Ludowici, Ga.",-81.7423357,31.7079919
"Henderson, Ky.",-87.59001339999999,37.8361538
"LaGrange, Ohio",-82.119872,41.2372753
"Holland, Ohio",-83.711604,41.621718
"Riverdale, Ga.",-84.4132594,33.5726113
"Westerville, Ohio",-82.9318807,40.1266689
"Brandywine, Md.",-76.8477485,38.6967833
"Versailles, Ky.",-84.7299464,38.05257599999999
"Paintsville, Ky.",-82.8071054,37.814538400000004
"Thornville, Ohio",-82.4201539,39.896454
"Georgetown, S.C.",-79.2944964,33.376834
"Sylvania, Ohio",-83.7129935,41.7189392
"Prince George’s County, Md.",-76.8720961,38.78492110000001
"Mansfield, Ohio",-82.5154471,40.75839
"Newport, Ky.",-84.4957757,39.091449
"Metairie, La.",-90.1528519,29.9840922
"Belfry, Ky.",-82.2690293,37.62038039999999
"Huber Heights, Ohio",-84.12466080000002,39.843947
"Hopkinsville, Ky.",-87.4886186,36.8656008
"Union City, Ga.",-84.5424299,33.5870558
"Harrodsburg, Ky.",-84.8432852,37.762298
"West Bloomfield, Mich.",-83.373339,42.5678534
"Aliquippa, Pa.",-80.26218519999999,40.615537
"Goshen, Ky.",-85.58307719999999,38.403318
"Memphis, TN",-90.0489801,35.1495343
Jacksonville. Fla.,-81.65565099999999,30.3321838
"Jordan City, Ga.",-82.90712300000001,32.1574351
"West Chester, OH",-84.41726659999999,39.3321262
"Ruskin, Fla.",-82.4331495,27.7208633
"Charlottesville, Va.",-78.47667810000002,38.0293059
"Beachwood, Ohio",-81.5087322,41.4644979
"Jackson, Ky.",-83.38351349999999,37.5531457
"Lake Cormorant, Miss.",-90.2145395,34.9042635
"Hilltop, Ohio",-83.0895961,39.9429083
"Radcliff, Ky.",-85.9491298,37.8403456
"Beecher, Mich.",-83.6944022,43.09002659999999
"Fairfield, Ohio",-84.5603187,39.3454673
"Vine Grove, Ky.",-85.98135239999999,37.8100674
"Science Hill, Ky.",-84.6357766,37.1770222
"Mayfield, Ky.",-88.6367154,36.7417235
"Upton, Ky.",-85.89329819999999,37.4650577
"Dickson, Tenn.",-87.3877899,36.0770048
"Horn Lake, Miss.",-90.03481389999999,34.9553719
"Jesup, Ga.",-81.8853924,31.6074365
"Paris, Ky.",-84.2529869,38.2097987
"Stamping Ground, Ky.",-84.686335,38.2717389
"Stow, Ohio",-81.44038979999999,41.1595005
"Massillon, Ohio",-81.52150929999999,40.7967244
"Maribyrnong, Australia",144.8908713,-37.7837482
"Spring Hill, Tenn.",-86.9300023,35.751179
"Fairfield, Ala.",-86.91193659999999,33.4859402
"Rio Rancho, N.M.",-106.6630437,35.2327544
"Bridgeville, Del.",-75.60437139999999,38.7426137
"Johnson County, Ky.",-82.8640623,37.8048335
"Eminence, Ky.",-85.1805105,38.3700683
"Willingboro, N.J.",-74.89164579999999,40.028848000000004
"Rocky Mount, N.C.",-77.7905339,35.9382103
"Sicklerville, N.J.",-74.9697707,39.7172152
"North Jackson, Ohio",-80.8875121,41.1179797
"Irvington, N.J.",-74.22864349999999,40.7263249
"Ironton, Ohio",-82.6829406,38.5367471
"Clayton, Mo.",-90.32372629999999,38.6425518
"Winchester, Ky.",-84.17965029999999,37.990079
"Washington Court House, Ohio",-83.437579,39.5373688
"Dieburg, Germany",8.8444959,49.9010547
"Jakarta, Indonesia",106.8229198,-6.1944491
"Pulheim, Germany",6.807685299999999,50.9995815
"McKee, Ky.",-83.9979834,37.430364
"Eddyville, Ky.",-88.080301,37.09449710000001
"Rennes, France",-1.6777926,48.117266
"Fair Haven, N.J.",-74.03819469999999,40.3606653
"Carmi, Ill.",-88.1586488,38.0908796
"Waynesboro, Pa.",-77.57776919999999,39.755927
"Cham, Switzerland",8.4592089,47.181225
"Hermitage, Tenn.",-86.6197777,36.1988486
"Sala, Sweden",16.606328,59.9208594
"Galway, Ireland",-9.051266199999999,53.274001
"Hastings, Mich.",-85.29084030000001,42.6458682
"Vienna, Austria",16.3718643,48.2081664
"Martinsville, Ind.",-86.4283279,39.42782529999999
"West Columbia, S.C.",-81.0739825,33.9934867
"Tschagguns, Austria",9.8968434,47.0679592
"San Sebastián, Spain",-1.9812313,43.318334
"Roquetas de Mar, Spain",-2.6288523,36.7637909
"Glenview, Ky.",-85.65023939999999,38.3084025
"Laurel Springs, New Jersey",-75.00627879999999,39.8201141
"Moscow, Idaho",-117.0001651,46.73238749999999
"Lexington, N.C.",-80.2533838,35.8240265
"Harare, Zimbabwe",31.0492259,-17.8216288
"Allansford, Australia",142.6061471,-38.3869607
"Derwood, Md.",-77.1611903,39.1174267
"Milton, Wis.",-88.94399899999999,42.7755645
"Indian Harbour Beach, Fla.",-80.5883855,28.1489021
"Dresher, Pa.",-75.1663153,40.1419544
"Auburn, Calif.",-121.0768901,38.8965654
"Burlington, Kan.",-95.74276410000002,38.1944667
